Protocol,Domain,Path,Having_IP,URL_Length,Having_@_symbol,Redirection_//_symbol,Prefix_suffix_separation,Sub_domains,tiny_url,web_traffic,domain_registration_length,dns_record,statistical_report,age_domain,http_tokens,label
http,www.ultrakoz.com,/uploads/files/reloadedatt.net.html,0,2,0,0,0,1,0,1,1,1,0,1,0,1
http,www.blackabba.com,/sign-on/yahoo/Y1.html,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,carretroller.com.br,/sss/image.htm,0,0,0,0,0,2,0,1,1,1,1,1,0,1
https,www.mamujutengahkab.go.id,/terasconfig/www.att.net/,0,2,0,0,0,1,0,2,1,1,0,1,0,1
http,sandralucashyde.org,/login.yahoo/yahoo.com%20[Lastet%20Update]/indexz.html,0,1,0,0,0,1,0,1,1,1,0,1,0,1
http,extratoinativos.com,/Inativos/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,consultar-fgts.com,/1index.php,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,portal-consultafgts.com,/caixa.gov.br/pages/inter/index.php,0,2,0,0,1,1,0,1,1,1,1,1,0,1
http,ni1232966-3.web20.nitrado.hosting,/finance/fnce/,0,2,0,0,1,2,0,2,1,1,0,1,0,1
http,fgtsliberacao.com,/processa.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
https,jokextreme.com,/irs.return/Payment%20Lookup.html,0,2,0,0,0,2,0,1,1,1,1,1,0,1
http,fb-safetyhelp.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,fb-securitypolicy101inc.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,fb-securityaccountlogincheck808.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,laghaimrevolution.com,/sign-on/yahoo/Y1.html,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,settings-acct024631.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,horizongarments.com,/Asher/image.htm,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,shittyurl.org,/5u,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,ni1232966-4.web16.nitrado.hosting,/ye/cmbr/,0,0,0,0,1,2,0,2,1,1,0,1,0,1
http,system-support-il.hol.es,/facebook-security,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,ow.ly,/IIzC30bBG3c,0,0,0,0,0,0,1,2,1,1,1,1,0,1
http,caixaservicosonline.epizy.com,,0,0,0,0,0,0,0,0,1,1,0,1,0,1
http,sandralucashyde.org,/login.yahoo/yahoo.com%20%5BLastet%20Update%5D/indexz.html,0,1,0,0,0,1,0,1,1,1,0,1,0,1
http,anniey06l5.myjino.ru,/byte/Cookies/Cookies/Pelewura/onlineverifica@tion/Preview.htm,0,1,1,0,0,2,0,1,1,1,1,1,0,1
http,www.supportt-team.com,/Confirmed/MyAccount/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
https,forms.zohopublic.com,/koogee/form/ACTIVATIONFORM/formperma/g51Bb2g53DaChBA4be0h2kCA_,0,1,0,0,0,0,0,0,1,1,0,1,0,1
https,www.surveybuilder.com,/s/oFh4R/nav,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,a.doko.moe,/vschbi.html,0,0,0,0,0,2,0,1,1,1,0,1,0,1
https,forms.zohopublic.com,/foolieax/form/VERIFICATIONFROM/formperma/hg_466jHhCK6_6D61K5AC9eA4,0,1,0,0,0,0,0,0,1,1,0,1,0,1
http,muththamizh.com,/llc/production-llc/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,cortazarurdaneta.com,/chn/5adfd99cf03b06771d81f8b5607f1d7e/,0,2,0,0,0,0,0,2,1,1,0,1,0,1
http,chasebankusa.paradisepaymentgold.com,/verification/M2908D716C8M54904AC8/card.php,0,1,0,0,0,2,0,1,1,1,1,1,0,1
http,briut.fruitfuldemo.com,/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,afraniorodriguezrosero.com,/wp-admin/themes/pdf/,0,2,0,0,0,0,0,1,1,1,1,1,0,1
http,recovery-account-fb.hol.es,/facebook-support,0,1,0,0,1,0,0,1,1,1,1,1,0,1
https,verification-members.net,/webapps/3db39/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
https,rajspaces.com,/upload/EserviceDLAcct/irs/ir/index.html,0,2,0,0,0,0,0,1,1,1,0,1,0,1
http,promocao-sicoob.cf,,0,0,0,0,1,0,0,1,1,1,1,1,0,1
https,secure-fbpages-notification.com,/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
https,olcmeapp.com,/mko/image.htm,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,support-110048480a.esy.es,/security.page/,0,0,0,0,1,2,0,1,1,1,1,1,0,1
http,lesaventuriersvoyageurs.com,/js/paypal-account-confirm,0,2,0,0,0,0,0,2,1,1,0,1,0,1
http,restauracjagreenpepper.pl,//payment/payment/index.php,0,2,0,1,0,0,0,1,1,1,1,1,0,1
http,scs-network.com,/umpi/eba.html,0,0,0,0,1,0,0,1,1,1,0,1,0,1
https,redux.news,/chase/update/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,cmfidouala.org,/jsdhkjhjdf/cgi-bin/image.htm,0,0,0,0,0,0,0,1,1,1,1,1,0,1
https,olcmeapp.com,/lol/image.htm,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,livewellprojects.com,/bay/T/Y1.html,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,attnethelp.webnode.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,1
https,tinyurl.com,/kvuukxs,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,ridinghouseindia.com,/ywhl/Y%20index.html,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,amethystia.com,/T/Y1.html,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,paialowereasterncherokeenationsc.com,/aaaaa/login.htm,0,2,0,0,0,0,0,1,1,1,0,1,0,1
http,cover-acct06437.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,www.aharsntenetsrelsioncustomizedia.com,/domain/indexx.htm,0,2,0,0,0,2,0,1,1,1,1,1,0,1
http,safety-acct-003342.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,dressesmela.com,//kmd/image.htm,0,0,0,1,0,0,0,1,1,1,0,1,0,1
http,www.sicredisic.com.br,,0,0,0,0,0,2,0,1,1,1,1,1,0,1
http,31.220.111.56,/asdq12/,1,0,0,0,0,2,0,1,1,1,0,1,0,1
http,kuswanto.co.id,/wp-includes/cs/Indexxatt.htm,0,0,0,0,0,2,0,1,1,1,1,1,0,1
https,formcrafts.com,/a/valaccount,0,0,0,0,0,0,0,2,1,1,0,1,0,1
https,mattewfisher1.000webhostapp.com,/sal/YAH%21%21./ya2/index.php,0,2,0,0,0,1,0,0,1,1,0,1,0,1
http,www.singandvoice.com,/10405.php,0,0,0,0,0,2,0,1,1,1,1,1,0,1
http,www.sententia.com.ar,/PayPal/get_started/,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,149.56.201.163,/nis-card/,1,0,0,0,0,2,0,1,1,1,0,1,0,1
http,web-designing-india.org,/dpbx/dpbx/index.php,0,0,0,0,1,0,0,1,1,1,0,1,0,1
http,54.157.20.99,/principal.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
http,www.sea.com.sa,/images/filetypes/bankofamericam.com.8789373899383mins.rmsmrr/index,0,1,0,0,0,1,0,2,1,1,0,1,0,1
http,zogheb.com,/tooo/index_1.html,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,fgtscontasinativas.online,/home,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,consultasinvativasfgts.com,/processa.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,extratofgtsonline.com,/1index.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,store2.apple.ch.email-forwarding.webstore.websis.info,/sp/79900b0f5b721ddb89396e71eb7fad41/infos.html,0,1,0,0,1,1,0,1,1,1,1,1,0,1
http,www.citadelchurchjax.com,/wp-admin/data/owa/WebAdmin/Outlook%20Web%20App.htm,0,1,0,0,0,2,1,1,1,1,0,1,0,1
http,peloclub.com,/onlinepdffiles/Adobe/Adobe/property/adobe/index.html,0,2,0,0,0,0,0,1,1,1,0,1,0,1
https,www.innovi.cc,/tos/script/mail.htm,0,1,0,0,0,2,0,1,1,1,0,1,0,1
http,www.momsweetmoms.com,/demo2/Dropbox/Dropbox/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,www.samanesang.com,/wp-content/themes/PDF/PDF/login.htm,0,2,0,0,0,2,0,1,1,1,1,1,0,1
http,store2.apple.ch.email-forwarding.webstore.websis.info,/de/,0,2,0,0,1,1,0,1,1,1,1,1,0,1
http,suisscards-ch.elecapponline.net,/ch-de/suisse/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,store2.apple.ch.email-forwarding.webstore.websis.info,/sp/,0,2,0,0,1,1,0,1,1,1,1,1,0,1
http,asa-direct.ru,/bitrix/updates/servi/fr/doss/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
http,pascasarjana.uniba-bpn.ac.id,/administrator/components/com_joomlaupdate/redire.html,0,1,0,0,1,1,0,2,1,1,0,1,0,1
http,hb.redllink.com,/.ars/empresas/login.htm,0,0,0,0,0,1,0,1,1,1,1,1,0,1
http,hb.redllink.com,/.ars/empresas/login.htm,0,2,0,0,0,1,0,1,1,1,1,1,0,1
http,xenangdaiduong.com.vn,/wp-config/Sign/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,tizianabeauty.ch,/wp-content/plugins/Manage/ar4d65/checking/check/Support/ID-NUMB389/myaccount/signin/,0,1,0,0,0,0,0,1,1,1,1,1,0,1
http,zemindar.lt,/wp-content/languages/dpbx/index.php,0,2,0,0,0,0,0,1,1,1,0,1,0,1
http,www.crielv.com.br,/images/start2.php,0,0,0,0,0,1,0,1,1,1,0,1,0,1
http,www.sagittariusglobal.com,//portal/cache/Cielo/ambiente-seguro.php,0,2,0,1,0,2,0,1,1,1,0,1,0,1
http,www.sagittariusglobal.com,//portal/cache/Cielo/index.html,0,2,0,1,0,2,0,1,1,1,0,1,0,1
https,goo.gl,/MMT7sp,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,abuv.com.br,/cliente.conectado40/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,0,1,0,1
http,voetudoazul.serveuser.com,/tudoazul/cadastre.php,0,2,0,0,0,2,0,2,1,1,0,1,0,1
https,www.rustmaster.com.br,/ml/next1.php,0,0,0,0,0,1,0,1,1,1,0,1,0,1
https,www.rustmaster.com.br,/ml/,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,30horasdigital.myvnc.com,/30horasdigitalmodulodesegurancafeitoparavoce/,0,1,0,0,0,0,0,1,1,1,1,1,0,1
http,i-house.se,/wp-trackback/en/,0,1,0,0,1,0,0,1,1,1,0,1,0,1
http,prayogispl.in,/elisnow/ymail.html,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,zdcp.org,/iiii/feedback/login.alibaba.com/login.html,0,2,0,0,0,1,0,1,1,1,1,1,0,1
http,celebrapack.com,/dhnl/DHL/DHL/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,www.hyperbay.net,/merchants/controller/tool/www.alibaba.com/alibaba/trade.php,0,1,0,0,0,1,0,1,1,1,1,1,0,1
http,thehotelmanagment.com,/Prime/,0,0,0,0,0,0,1,1,1,1,1,1,0,1
https,binary-project.com,/cha/chase/home/action.php,0,0,0,0,1,0,1,2,1,1,0,1,0,1
http,abuv.com.br,/cliente.conectado33/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,0,1,0,1
http,cover-acct09964.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,academica.pt,/U/mail.htm,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,kalempong-fb01.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,dujanapublicschool.com,/b/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/index.html,0,1,0,0,0,0,0,1,1,1,0,1,0,1
http,abuv.com.br,/cliente.conectado1/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,0,1,0,1
http,paialowereasterncherokeenationsc.com,/aaaaa/login.htm,0,2,0,0,0,0,0,1,1,1,0,1,0,1
http,abuv.com.br,/1cliente.conectado.jw1/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,0,1,0,1
http,34.201.92.123,/indisponivel.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
http,149.56.144.216,/processa.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
http,jose200495fgts.com,/processa.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,34.224.68.176,/principal.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
http,consultasaldossl.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,meusaldos.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,fgts-mobile.com,/processa.php,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,fgts.mobi,/processa.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,aolonlineservices.cba.pl,/chase.php,0,0,0,0,0,2,0,0,1,1,0,1,0,1
http,caixa.extratofgtsliberados2017.com,/consulta8647454/principal.php,0,2,0,0,0,2,0,1,1,1,1,1,0,1
http,webmailupgrade-001-site1.itempurl.com,/webmaster-secure/owa/confirm.php,0,1,0,0,1,2,0,0,1,1,1,1,0,1
http,scs-network.com,/umpi/dba.html,0,0,0,0,1,0,0,1,1,1,0,1,0,1
http,shittyurl.org,/5q,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,ronin.com.pk,/hnm/logintoyahoomail.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,raik.hub-web.com,/proccesing-fbaccountss/login.php,0,2,0,0,1,2,0,2,1,1,0,1,0,1
http,provoliprints.gr,/001/update.html,0,0,0,0,0,0,0,2,1,1,0,1,0,1
http,service-info-dk.hol.es,/facebook-confirmation,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,www.goepsa.com,/Old%20Files/yahoo/IDCHECK.html,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,tinyurl.com,/kbvf6qz,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,dh16.co.vu,/css//,0,2,0,1,0,0,0,0,1,1,1,1,0,1
http,kontuit-fb01.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,hunmumu.com,/str/Ma/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,ctrl4enviro.com,/wp-includes/SimplePie/Content/Type/Caption/Pelewura/onlineverifica@tion/Preview.htm,0,1,1,0,0,0,0,2,1,1,0,1,0,1
http,wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net,/gtwpage1e10/index-jsp.html,0,1,0,0,1,2,0,2,1,1,0,1,0,1
http,communitysicurezza.3mitalia.it,/iTunesConnecto.store/WebObjects/common/update.woa/app/registre/index.php,0,1,0,0,0,1,0,2,1,1,0,1,0,1
http,kustomfloordesigns.com,/doc!/index.php,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,www.goepsa.com,/Old%20Files/opt/doneall.html,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,citydesignerweb.com,/mmm/rain.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,www.goepsa.com,/Old%20Files/yahoo/IDCHECK.html,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,tinyurl.com,/mt87qw3,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,stikliniekadarbnica.lv,/zrichieattnii/attiinnddeexx.php,0,2,0,0,0,0,0,1,1,1,1,1,0,1
http,caixa.consultafgtsinativoliberado2017.com,/consulta4023542/indisponivel.php,0,1,0,0,0,2,0,1,1,1,1,1,0,1
http,sicoob-card.com,/2017/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,bit.ly,/2pWteUy,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,bit.ly,/2qkCl2Y,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,communicatewithsh.com,/shellnor/mttkl3.com/2650/1survey/,0,2,0,0,0,0,0,1,1,1,1,1,0,1
http,unifr-ch.weebly.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
https,formcrafts.com,/a/27508,0,0,0,0,0,0,0,2,1,1,0,1,0,1
http,www.giftmorden.com,/a1/crypt/index.html,0,0,0,0,0,2,0,1,1,1,1,1,0,1
https,snspsladwa.org,/googledrive/GDocHistory/e5252c7fc60f2701c2555c99694aca59/,0,1,0,0,0,0,0,1,1,1,0,1,0,1
http,outlookmaintenace.urest.org,/,0,0,0,0,0,0,0,2,1,1,0,1,0,1
http,viewerpdf.com,/098876665/verification.php,0,1,0,0,0,0,0,1,1,1,1,1,0,1
http,www.herbertundschnipsi.de,/fgts/indisponivel.php,0,2,0,0,0,2,0,1,1,1,0,1,0,1
http,servicossociaiscaixa.com.br,,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,karuniabinainsani-16.co.id,/wp-includes/dev24/home/confirm.php,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,violattions-notifications-seresa.esy.es,/confirmations/index.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,recover-acct5487.esy.es,/recovery-chekpoint-login.html,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,bit.ly,/2pgU0ne,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,skafs.ca,/Wealthsecuredhelp/ivxn/home/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,scs-network.com,/kem/aba.html,0,0,0,0,1,0,0,1,1,1,0,1,0,1
https,anuragjewellery.com,/upd_CH_as/2bc34fe40102b33bffca0b8a38f2b4e7/,0,2,0,0,0,0,0,1,1,1,1,1,0,1
http,nnconsultoria.com.br,/Atendimento.Pessoa.Fisica82/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,1,1,0,1
https,anuragjewellery.com,/upd_CH_as/index.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,safety-check-739210.esy.es,/index.html,0,0,0,0,1,2,0,1,1,1,1,1,0,1
http,ellimanestate.executeart.in,/$%25%23&%25*/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,bit.ly,/2qpbHFX,0,0,0,0,0,0,1,0,1,1,0,1,0,1
http,netibesanta.esy.es,/www/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,netibesanta.esy.es,/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,nnconsultoria.com.br,/Atendimento.Pessoa.Fisica13/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,1,1,0,1
http,fgts-inativados.com,/vXs3P4pta6/pages/inter/index.php,0,2,0,0,1,0,0,1,1,1,1,1,0,1
http,it-maintenance.tripod.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,1
http,consultacontasinativa.com,/gov/processa.php,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,extratoinativo.com,/inativos/,0,0,0,0,0,0,0,1,1,1,1,1,0,1
http,unimore.gr,/shay/work/page/zip/secure/12120521a7245f21cec4ea331e4498b7/,0,1,0,0,0,0,0,1,1,1,0,1,0,1
https,security-update-center.serverlux.me,/signin/,0,2,0,0,1,2,0,1,1,1,1,1,0,1
http,webmupgrde060517.tripod.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,www.neymo.org,/joomla/edu/zi.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,1
http,nnconsultoria.com.br,/Atendimento.Pessoa.Fisica23/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,1,1,0,1
http,nnconsultoria.com.br,/Atendimento.Pessoa.Fisica26/atendimento_pessoa_fisica/criptografado/index1.php,0,1,0,0,0,1,0,1,1,1,1,1,0,1
http,loogin-recovery-account87.esy.es,/confirmation/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,roadfitterapparel.com,/uploads/coco/zi.htm,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,hydracsa.com,/po/io/index.html,0,0,0,0,0,0,0,1,1,1,0,1,0,1
http,loogin-facebook-safety.esy.es,/confirmation/,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,service-info-il.hol.es,/log1.php,0,0,0,0,1,2,0,1,1,1,1,1,0,1
http,service-info-il.hol.es,/facebook-confirmation,0,0,0,0,1,0,0,1,1,1,1,1,0,1
http,info-service-il.hol.es,/log1.php,0,0,0,0,1,2,0,1,1,1,1,1,0,1
